num_samples,plaintext_total_time_s,encrypted_total_time_s
1,0.001001119613647461,0.18483877182006836
5,0.0,0.7904536724090576
10,0.0,1.5986194610595703
20,0.0,3.229529857635498
50,0.0005109310150146484,7.121230125427246
